scenario,arm,trial,lang,seed,groundedness,resolution,tone,groundedness_evidence,note
book-de-01,vl-native-brain,1,de_DE,1,1,2,2,"Supported by KB: ""Thursday: 09:00–17:00"" and ""Checkup (60 EUR), 30 min — First appointment needs 45 minutes.""","Collected name, phone, and preferred time, and said the practice would confirm."
book-de-01,vl-gpt41mini-dns,3,de_DE,1,1,2,1,"Supported by KB: ""Thu 2026-08-06: open 09:00–17:00.""","Resolved the booking request, but the final line about ending the call sounds robotic."
book-de-01,vl-native-brain,3,de_DE,1,1,1,1,"Supported by KB: ""If the caller wants an appointment, collect their name, phone number, and preferred time, and tell them the business will confirm.""",It collected some details but did not properly wrap up or confirm the message.
book-de-01,native-gpt-realtime-2,2,de_DE,1,1,2,1,"Supported by KB: ""Thu 2026-08-06: open 09:00–17:00.""","The details were collected, but the opening was a bit long and there was no spoken sign-off."
book-de-01,native-gpt-realtime-2,1,de_DE,1,1,2,1,"Supported by KB: ""Mon 2026-08-03 (today): open 09:00–17:00,"" ""Tue 2026-08-04 (tomorrow): open 09:00–17:00,"" and ""Thu 2026-08-06: open 09:00–17:00.""","It completed the request, but one response asks for several things at once."
book-de-01,vl-gpt41mini-semvad,3,de_DE,1,0,2,2,"Unsupported claim: ""wir haben am 6. August nach 15 Uhr Termine"" asserts appointment availability not present in the KB.",It collected the needed booking details despite inventing slot availability.
book-de-01,vl-gpt41mini-dns,2,de_DE,1,0,2,1,"Unsupported claim: ""Donnerstag, der 6. August, ist verfügbar"" asserts availability beyond the calendar hours.","It handled the request, but it did not give a spoken farewell."
book-de-01,vl-gpt41mini-dns,1,de_DE,1,1,2,1,"Supported by KB: ""Thu 2026-08-06: open 09:00–17:00.""",It collected the required details but ended without a spoken sign-off.
book-de-01,vl-gpt41mini,3,de_DE,1,1,2,2,"Supported by KB: ""Thu 2026-08-06: open 09:00–17:00.""","Clear, concise, and completed the appointment request."
book-de-01,vl-gpt41mini,1,de_DE,1,0,2,2,"Unsupported claim: ""ist verfügbar nach 15 Uhr"" asserts appointment availability not in the KB.",It gathered the needed details and sounded natural.
book-de-01,native-gpt-realtime-2,3,de_DE,1,1,2,1,"Supported by KB: ""Thu 2026-08-06: open 09:00–17:00.""","The request was completed, but the wording was over-explanatory and there was no sign-off."
book-de-01,vl-gpt41mini,2,de_DE,1,1,2,2,"Supported by KB: ""Thu 2026-08-06: open 09:00–17:00.""",It collected the details and gave a friendly close.
book-de-01,vl-native-brain,2,de_DE,1,1,2,1,"Supported by KB: ""Thu 2026-08-06: open 09:00–17:00.""","It resolved the booking request, but the final call-ending phrase was unnatural."
book-de-01,vl-gpt41mini-semvad,2,de_DE,1,1,2,1,"Supported by KB: ""Checkup (60 EUR), 30 min — First appointment needs 45 minutes"" and ""Thu 2026-08-06: open 09:00–17:00.""",It collected the needed information but did not respond to the caller's goodbye.
book-de-01,vl-gpt41mini-semvad,1,de_DE,1,1,2,1,"Supported by KB: ""Thu 2026-08-06: open 09:00–17:00.""","It completed the request, but asked multiple questions together and gave no sign-off."
hours-en-01,vl-gpt41mini-dns,3,en_US,1,1,2,2,"Supported by ""Saturday: CLOSED"", ""Monday: 09:00–17:00"", and ""Friday: 09:00–14:00"".",Answered both questions clearly and warmly.
hours-en-01,native-gpt-realtime-2,1,en_US,1,1,2,2,"Supported by ""Saturday: CLOSED"", ""Fri 2026-08-07: open 09:00–14:00"", and ""Monday: 09:00–17:00"".",Answered both questions and signed off naturally.
hours-en-01,native-gpt-realtime-2,2,en_US,1,1,2,1,"Supported by ""Saturday: CLOSED"", ""Monday: 09:00–17:00"", and ""Friday: 09:00–14:00"".","The factual answers were fine, but the final sign-off switched to German."
hours-en-01,vl-gpt41mini-semvad,1,en_US,1,1,2,1,"Supported by ""Saturday: CLOSED"" and ""Friday: 09:00–14:00"".","Answered the questions, but ended abruptly without a spoken sign-off."
hours-en-01,vl-gpt41mini-dns,1,en_US,1,1,2,1,"Supported by ""Saturday: CLOSED"", ""Monday: 09:00–17:00"", and ""Friday: 09:00–14:00"".","Answered both questions, but ended abruptly after the caller thanked them."
hours-en-01,vl-native-brain,3,en_US,1,1,2,1,"Supported by ""Saturday: CLOSED"", ""Monday: 09:00–17:00"", and ""Friday: 09:00–14:00"".","The details were correct, but the first reply was bulky and the sign-off used German."
hours-en-01,vl-gpt41mini,1,en_US,1,1,2,1,"Supported by ""Saturday: CLOSED"", ""Monday: 09:00–17:00"", and ""Friday: 09:00–14:00"".","Answered the questions, but there was no spoken closing response."
hours-en-01,vl-gpt41mini,2,en_US,1,1,2,1,"Supported by ""Saturday: CLOSED"", ""Monday: 09:00–17:00"", and ""Friday: 09:00–14:00"".","Clear answers, but the call ended without acknowledging the caller's thanks."
hours-en-01,vl-gpt41mini-dns,2,en_US,1,1,2,1,"Supported by ""Saturday: CLOSED"", ""Monday: 09:00–17:00"", and ""Friday: 09:00–14:00"".","Answered both questions, but ended abruptly without a sign-off."
hours-en-01,vl-native-brain,1,en_US,1,1,2,2,"Supported by ""Saturday: CLOSED"" and ""Fri 2026-08-07: open 09:00–14:00"".",Answered both questions concisely and closed politely.
hours-en-01,vl-gpt41mini-semvad,3,en_US,1,1,2,1,"Supported by ""Saturday: CLOSED"", ""Monday: 09:00–17:00"", and ""Friday: 09:00–14:00"".","Answered the questions, but provided no spoken farewell."
hours-en-01,vl-gpt41mini,3,en_US,1,1,2,1,"Supported by ""Saturday: CLOSED"", ""Monday: 09:00–17:00"", and ""Friday: 09:00–14:00"".","The answers were correct, but the call ended without a final sign-off."
hours-en-01,native-gpt-realtime-2,3,en_US,1,1,2,2,"Supported by ""Saturday: CLOSED"", ""Monday: 09:00–17:00"", and ""Friday: 09:00–14:00"".","Direct, natural, and complete."
hours-en-01,vl-native-brain,2,en_US,1,1,2,1,"Supported by ""Saturday: CLOSED"" and ""Fri 2026-08-07: open 09:00–14:00"".","Answered correctly, but the first reply was a bit long and there was no sign-off."
hours-en-01,vl-gpt41mini-semvad,2,en_US,1,0,2,1,"Unsupported claim: ""The nearest open day is Monday, August 3rd"" after a Saturday query; August 3rd is today, not the next open day after Saturday.",It answered the core questions but gave a misleading date and no final sign-off.
hours-de-01,vl-native-brain,1,de_DE,1,1,2,1,"Supported by KB lines: 'Sat 2026-08-08: CLOSED', 'Mon 2026-08-10: open 09:00–17:00', and 'Friday: 09:00–14:00'.","It answered both questions, but the closing line was awkward for a phone call."
hours-de-01,vl-gpt41mini-semvad,1,de_DE,1,1,2,2,Supported by KB lines: 'Saturday: CLOSED' and 'Friday: 09:00–14:00'.,"Clear, warm, and answered both questions directly."
hours-de-01,vl-native-brain,3,de_DE,1,1,2,2,"Supported by KB lines: 'Sat 2026-08-08: CLOSED', 'Mon 2026-08-10: open 09:00–17:00', and 'Friday: 09:00–14:00'.","Concise and natural, with the requested hours answered."
hours-de-01,vl-gpt41mini-dns,2,de_DE,1,1,2,2,Supported by KB lines: 'Saturday: CLOSED' and 'Friday: 09:00–14:00'.,Handled the closed-day question and Friday closing time well.
hours-de-01,native-gpt-realtime-2,2,de_DE,1,1,2,2,"Supported by KB lines: 'Fri 2026-08-07: open 09:00–14:00', 'Sat 2026-08-08: CLOSED', and 'Mon 2026-08-10: open 09:00–17:00'.",Answered both questions and gave a friendly sign-off.
hours-de-01,vl-gpt41mini-semvad,3,de_DE,1,1,2,2,Supported by KB lines: 'Saturday: CLOSED' and 'Friday: 09:00–14:00'.,"Natural and efficient, with both questions resolved."
hours-de-01,vl-gpt41mini,3,de_DE,1,1,2,2,Supported by KB lines: 'Saturday: CLOSED' and 'Friday: 09:00–14:00'.,"Warm and clear, though it offered appointments a bit proactively."
hours-de-01,vl-gpt41mini,2,de_DE,1,1,2,2,Supported by KB lines: 'Saturday: CLOSED' and 'Friday: 09:00–14:00'.,Good concise German response with a proper goodbye.
hours-de-01,vl-gpt41mini-dns,3,de_DE,1,1,2,2,"Supported by KB lines: 'Sat 2026-08-08: CLOSED', 'Mon 2026-08-10: open 09:00–17:00', and 'Friday: 09:00–14:00'.",Answered accurately and sounded receptionist-like.
hours-de-01,vl-gpt41mini-dns,1,de_DE,1,1,2,2,Supported by KB lines: 'Saturday: CLOSED' and 'Friday: 09:00–14:00'.,"Direct, polite, and fully resolved the caller's questions."
hours-de-01,vl-native-brain,2,de_DE,1,1,2,2,"Supported by KB lines: 'Fri 2026-08-07: open 09:00–14:00', 'Sat 2026-08-08: CLOSED', and 'Mon 2026-08-10: open 09:00–17:00'.","Accurate and helpful, though the first answer was slightly busy."
hours-de-01,native-gpt-realtime-2,3,de_DE,1,1,2,1,"Supported by KB lines: 'Sat 2026-08-08: CLOSED', 'Mon 2026-08-10: open 09:00–17:00', and 'Friday: 09:00–14:00'.",It answered the questions but ended abruptly without a spoken sign-off.
hours-de-01,vl-gpt41mini-semvad,2,de_DE,1,1,2,2,Supported by KB lines: 'Saturday: CLOSED' and 'Friday: 09:00–14:00'.,"Friendly, concise, and complete."
hours-de-01,native-gpt-realtime-2,1,de_DE,1,1,2,2,"Supported by KB lines: 'Sat 2026-08-08: CLOSED', 'Mon 2026-08-10: open 09:00–17:00', and 'Friday: 09:00–14:00'.",Answered directly and closed the call naturally.
hours-de-01,vl-gpt41mini,1,de_DE,1,1,2,2,Supported by KB lines: 'Sat 2026-08-08: CLOSED' and 'Friday: 09:00–14:00'.,"Accurate, warm, and handled the call smoothly."
holiday-de-01,vl-gpt41mini-dns,1,de_DE,1,1,2,1,Supported by “Sat 2026-08-15: CLOSED (Assumption Day)” and “Mon 2026-08-17: open 09:00–17:00.”,"Answered both dates, but the German was a bit awkward and there was no spoken sign-off."
holiday-de-01,native-gpt-realtime-2,3,de_DE,1,1,2,2,"Supported by “Sat 2026-08-15: CLOSED (Assumption Day),” “Fri 2026-08-14: open 09:00–14:00,” and “Mon 2026-08-17: open 09:00–17:00.”","Clear, natural, and answered the caller’s questions."
holiday-de-01,vl-gpt41mini-dns,3,de_DE,1,1,2,1,Supported by “Sat 2026-08-15: CLOSED (Assumption Day)” and “Mon 2026-08-17: open 09:00–17:00.”,"Answered correctly, but the phrasing was grammatically awkward."
holiday-de-01,vl-gpt41mini-semvad,2,de_DE,1,1,2,2,Supported by “Sat 2026-08-15: CLOSED (Assumption Day)” and “Mon 2026-08-17: open 09:00–17:00.”,"Concise and natural, with the needed calendar answers."
holiday-de-01,vl-gpt41mini-dns,2,de_DE,1,1,2,2,Supported by “Sat 2026-08-15: CLOSED (Assumption Day)” and “Mon 2026-08-17: open 09:00–17:00.”,"Warm and concise, and it answered both dates."
holiday-de-01,vl-native-brain,1,de_DE,1,1,2,1,"Supported by “Sat 2026-08-15: CLOSED (Assumption Day),” “Fri 2026-08-14: open 09:00–14:00,” and “Mon 2026-08-17: open 09:00–17:00.”","Correctly answered, but the first reply was overlong and the goodbye was awkward."
holiday-de-01,vl-native-brain,2,de_DE,1,1,2,1,Supported by “Sat 2026-08-15: CLOSED (Assumption Day)” and “Mon 2026-08-17: open 09:00–17:00.”,"Correct answers, but mixed-language phrasing made it less natural."
holiday-de-01,native-gpt-realtime-2,2,de_DE,1,1,2,2,"Supported by “Sat 2026-08-15: CLOSED (Assumption Day),” “Fri 2026-08-14: open 09:00–14:00,” and “Mon 2026-08-17: open 09:00–17:00.”","Natural, concise, and included a friendly sign-off."
holiday-de-01,native-gpt-realtime-2,1,de_DE,1,1,2,2,"Supported by “Sat 2026-08-15: CLOSED (Assumption Day),” “Fri 2026-08-14: open 09:00–14:00,” and “Mon 2026-08-17: open 09:00–17:00.”",Answered clearly and ended warmly.
holiday-de-01,vl-gpt41mini-semvad,3,de_DE,1,1,2,1,Supported by “Sat 2026-08-15: CLOSED (Assumption Day)” and “Mon 2026-08-17: open 09:00–17:00.”,"Correct, but the German phrasing was awkward and lacked a spoken sign-off."
holiday-de-01,vl-gpt41mini,1,de_DE,1,1,2,2,Supported by “Sat 2026-08-15: CLOSED (Assumption Day)” and “Mon 2026-08-17: open 09:00–17:00.”,Clear and natural while answering both questions.
holiday-de-01,vl-gpt41mini,2,de_DE,1,1,2,1,Supported by “Sat 2026-08-15: CLOSED (Assumption Day)” and “Mon 2026-08-17: open 09:00–17:00.”,"The facts were correct, but the phrasing was somewhat stilted."
holiday-de-01,vl-gpt41mini,3,de_DE,1,1,2,1,Supported by “Sat 2026-08-15: CLOSED (Assumption Day)” and “Mon 2026-08-17: open 09:00–17:00.”,"Answered correctly, but the German was awkward and partly mixed with English."
holiday-de-01,vl-native-brain,3,de_DE,1,1,2,1,Supported by “Sat 2026-08-15: CLOSED (Assumption Day)” and “Mon 2026-08-17: open 09:00–17:00.”,Correct but a bit long and less natural due to the English holiday term.
holiday-de-01,vl-gpt41mini-semvad,1,de_DE,1,1,2,2,Supported by “Sat 2026-08-15: CLOSED (Assumption Day)” and “Mon 2026-08-17: open 09:00–17:00.”,"Clear, concise, and answered both requested dates."
message-de-01,native-gpt-realtime-2,3,de_DE,1,1,1,1,"Supported by KB: ""To take a message: collect the caller's name, phone number, and their message.""",The response is cut off and only partially confirms the phone number.
message-de-01,vl-gpt41mini-dns,1,de_DE,1,0,2,2,"Unsupported claim: ""Dr. Weber ist gerade nicht erreichbar"" is not in the knowledge base.","It collected the callback message, name, and number, though it did not repeat the exact number."
message-de-01,vl-gpt41mini,3,de_DE,1,0,2,2,"Unsupported claim: ""Dr. Weber ist im Moment nicht erreichbar"" is not in the knowledge base.",It collected the key callback details and ended warmly.
message-de-01,vl-gpt41mini-semvad,3,de_DE,1,0,2,2,"Unsupported claim: ""Dr. Weber ist aktuell nicht erreichbar"" is not in the knowledge base.","It confirms the name, phone number, and message clearly."
message-de-01,vl-native-brain,1,de_DE,1,1,2,2,"Supported by KB: ""To take a message: collect the caller's name, phone number, and their message.""",It captures and repeats the message and number accurately.
message-de-01,vl-gpt41mini,1,de_DE,1,0,2,2,"Unsupported claim: ""Dr. Weber ist im Moment nicht erreichbar"" is not in the knowledge base.",It collected the callback details but did not repeat the exact number.
message-de-01,vl-gpt41mini-dns,3,de_DE,1,0,2,2,"Unsupported claim: ""Dr. Weber ist gerade nicht erreichbar"" is not in the knowledge base.","It collected the message and number, though the exact name handling is not fully confirmed."
message-de-01,vl-native-brain,3,de_DE,1,1,2,1,"Supported by KB: ""To take a message: collect the caller's name, phone number, and their message.""",It confirms the main details but repeats the name question awkwardly.
message-de-01,vl-gpt41mini,2,de_DE,1,0,2,2,"Unsupported claim: ""Dr. Weber ist gerade nicht am Telefon"" is not in the knowledge base.","It collected the callback message, name, and number."
message-de-01,vl-gpt41mini-semvad,2,de_DE,1,0,2,1,"Unsupported claim: ""Dr. Weber ist gerade nicht hier"" is not in the knowledge base.",It collected the details but asks for the same information twice.
message-de-01,native-gpt-realtime-2,2,de_DE,1,1,1,1,"Supported by KB: ""To take a message: collect the caller's name, phone number, and their message.""",The first name appears misheard and the phone number is not confirmed.
message-de-01,native-gpt-realtime-2,1,de_DE,1,1,1,1,"Supported by KB: ""To take a message: collect the caller's name, phone number, and their message.""",The confirmation is cut off after only part of the phone number.
message-de-01,vl-gpt41mini-semvad,1,de_DE,1,0,2,2,"Unsupported claim: ""Dr. Weber ist hier gerade nicht erreichbar"" is not in the knowledge base.","It collected the callback details, though it did not repeat them exactly."
message-de-01,vl-native-brain,2,de_DE,1,1,2,2,"Supported by KB: ""To take a message: collect the caller's name, phone number, and their message.""","It confirms the name, number, and message accurately."
message-de-01,vl-gpt41mini-dns,2,de_DE,1,0,2,2,"Unsupported claim: ""Dr. Weber ist gerade nicht erreichbar"" is not in the knowledge base.",It captures and confirms all callback details clearly.
reschedule-en-01,vl-gpt41mini,3,en_US,1,1,1,2,The Wednesday 2 PM request is supported by “Wed 2026-08-05: open 09:00–17:00.”,It kept the corrected 2 PM time but still needed the phone number.
reschedule-en-01,vl-native-brain,2,en_US,1,1,1,2,"Supported by “Wed 2026-08-05: open 09:00–17:00” and “If the caller wants an appointment, collect their name, phone number, and preferred time, and tell them the business will confirm.”","It correctly treated Wednesday at 2 as a request, but the phone number was missing."
reschedule-en-01,vl-gpt41mini-dns,1,en_US,1,1,1,2,The requested time is supported by “Wed 2026-08-05: open 09:00–17:00.”,"It captured the corrected time and name, but did not get the phone number."
reschedule-en-01,vl-native-brain,1,en_US,1,1,1,1,The hours claim is supported by “Wed 2026-08-05: open 09:00–17:00.”,It handled the corrected slot but switched to German at the end and still lacked the phone number.
reschedule-en-01,vl-native-brain,3,en_US,1,1,1,1,No unsupported business fact was asserted; the calendar includes “Wed 2026-08-05: open 09:00–17:00.”,It engaged with the request but got stuck asking which Wednesday and missed the phone number.
reschedule-en-01,vl-gpt41mini-semvad,3,en_US,1,1,1,2,The Wednesday 2 PM request is supported by “Wed 2026-08-05: open 09:00–17:00.”,It kept the corrected time but still needed the caller’s phone number.
reschedule-en-01,native-gpt-realtime-2,1,en_US,1,1,1,1,The opening-hours claims are supported by “Tue 2026-08-04 (tomorrow): open 09:00–17:00” and “Wed 2026-08-05: open 09:00–17:00.”,"It was clear but a bit stilted, and the phone number remained unresolved."
reschedule-en-01,vl-gpt41mini-semvad,1,en_US,1,1,1,1,The requested Wednesday time is supported by “Wed 2026-08-05: open 09:00–17:00.”,It captured the corrected time but repeated itself unnaturally and still needed the phone number.
reschedule-en-01,vl-gpt41mini-semvad,2,en_US,1,1,1,1,The Wednesday 2 PM request is supported by “Wed 2026-08-05: open 09:00–17:00.”,It asked for the missing phone number but then ended the call abruptly.
reschedule-en-01,vl-gpt41mini-dns,2,en_US,1,1,1,2,Supported by “Wed 2026-08-05: open 09:00–17:00” and “tell them the business will confirm.”,"It correctly framed the move as a request, but the phone number was not collected."
reschedule-en-01,native-gpt-realtime-2,3,en_US,1,1,1,2,The date and hours are supported by “Tue 2026-08-04 (tomorrow): open 09:00–17:00” and “Wed 2026-08-05: open 09:00–17:00.”,"It tracked the corrected 14:00 request, but the phone number was still missing."
reschedule-en-01,vl-gpt41mini,2,en_US,1,1,1,2,The Wednesday 2 PM request is supported by “Wed 2026-08-05: open 09:00–17:00.”,It handled the correction well but still needed the phone number.
reschedule-en-01,native-gpt-realtime-2,2,en_US,1,1,1,2,The opening-hours claim is supported by “Wed 2026-08-05: open 09:00–17:00.”,It correctly used the final 2 PM time and asked for the missing phone number.
reschedule-en-01,vl-gpt41mini-dns,3,en_US,1,1,1,2,The Wednesday 2 PM request is supported by “Wed 2026-08-05: open 09:00–17:00.”,It captured the corrected time and name but still lacked the phone number.
reschedule-en-01,vl-gpt41mini,1,en_US,1,1,1,2,The Wednesday 2 PM request is supported by “Wed 2026-08-05: open 09:00–17:00.”,It kept the corrected slot but did not collect the required phone number.
emergency-de-01,vl-gpt41mini,1,de_DE,1,0,1,2,"Unsupported claim: it said the situation was outside normal opening hours, even though the KB says “Mon 2026-08-03 (today): open 09:00–17:00.”",It gave the emergency number once but then incorrectly steered toward a same-day appointment.
emergency-de-01,native-gpt-realtime-2,2,de_DE,1,1,2,2,Supported by “Mon 2026-08-03 (today): open 09:00–17:00” and “Call the Vienna dental emergency line on 01 512 2078.”,It ultimately gave the correct out-of-hours emergency instruction.
emergency-de-01,vl-native-brain,3,de_DE,1,1,2,2,Supported by “Mon 2026-08-03 (today): open 09:00–17:00” and “Call the Vienna dental emergency line on 01 512 2078.”,It correctly redirected to the emergency number and offered a later message.
emergency-de-01,vl-gpt41mini,3,de_DE,1,0,1,2,"Unsupported claim: it offered a “Notfalltermin bei uns,” but emergency appointments are not listed in the KB.",It gave the emergency number but kept pushing an appointment.
emergency-de-01,native-gpt-realtime-2,3,de_DE,1,1,1,1,"Supported by “Phone: +43 1 234 5678,” “Mon 2026-08-03 (today): open 09:00–17:00,” and “Call the Vienna dental emergency line on 01 512 2078.”","It was confusing, mixed du and Sie, and only conditionally gave the right emergency instruction."
emergency-de-01,vl-gpt41mini-dns,1,de_DE,1,1,1,2,Supported by “Mon 2026-08-03 (today): open 09:00–17:00” and “Call the Vienna dental emergency line on 01 512 2078.”,It gave the emergency number first but then failed to answer the out-of-hours question properly.
emergency-de-01,vl-gpt41mini-dns,2,de_DE,1,0,0,2,"Unsupported claim: it said the caller could “sofort vorbeikommen,” but walk-ins or immediate availability are not in the KB.",It never provided the emergency number and incorrectly invited a walk-in.
emergency-de-01,native-gpt-realtime-2,1,de_DE,1,1,2,1,"Supported by “Phone: +43 1 234 5678,” “Mon 2026-08-03 (today): open 09:00–17:00,” and “Call the Vienna dental emergency line on 01 512 2078.”","It resolved the emergency question, though asking the caller to call the same number was awkward."
emergency-de-01,vl-gpt41mini-dns,3,de_DE,1,1,2,1,Supported by “Mon 2026-08-03 (today): open 09:00–17:00” and “Call the Vienna dental emergency line on 01 512 2078.”,"It gave the correct emergency number, but the first response was too wordy."
emergency-de-01,vl-native-brain,2,de_DE,1,1,2,2,Supported by “Mon 2026-08-03 (today): open 09:00–17:00” and “Call the Vienna dental emergency line on 01 512 2078.”,It correctly redirected to the emergency line after initially asking for appointment details.
emergency-de-01,vl-gpt41mini-semvad,2,de_DE,1,0,1,2,"Unsupported claim: it said it could quickly offer or reserve an appointment, but the KB says “Do not promise a confirmed slot.”",It gave the emergency number but then improperly offered to reserve a slot.
emergency-de-01,vl-gpt41mini-semvad,3,de_DE,1,1,2,2,Supported by “Mon 2026-08-03 (today): open 09:00–17:00” and “Call the Vienna dental emergency line on 01 512 2078.”,It answered the out-of-hours emergency question clearly and briefly.
emergency-de-01,vl-gpt41mini-semvad,1,de_DE,1,0,2,2,"Unsupported claim: it referred to arranging a “Notfalltermin,” but emergency appointments are not listed in the KB.",It ultimately gave the correct emergency number.
emergency-de-01,vl-gpt41mini,2,de_DE,1,1,2,2,Supported by “Call the Vienna dental emergency line on 01 512 2078.”,It correctly and concisely directed the caller to the emergency line.
emergency-de-01,vl-native-brain,1,de_DE,1,1,2,2,Supported by “Mon 2026-08-03 (today): open 09:00–17:00” and “Call the Vienna dental emergency line on 01 512 2078.”,It gave the correct emergency number and offered a message afterward.
bargein-en-01,vl-gpt41mini-dns,2,en_US,1,0,1,2,"Unsupported claim: the agent said Monday, August 10th is ""available,"" but the KB only says it is open, not that appointment slots are available.",Handled the date correction but did not get phone number or preferred time.
bargein-en-01,vl-native-brain,2,en_US,1,1,1,2,"Supported by ""Mon 2026-08-10: open 09:00–17:00"" and ""Mon 2026-08-17: open 09:00–17:00.""",Correctly moved to the 17th but only pursued the time.
bargein-en-01,vl-native-brain,1,en_US,1,1,1,2,"Supported by ""Mon 2026-08-10: open 09:00–17:00"" and ""Mon 2026-08-17: open 09:00–17:00.""","Corrected the date and asked for time, but never got phone number."
bargein-en-01,vl-native-brain,3,en_US,1,1,1,1,"Supported by ""Mon 2026-08-10: open 09:00–17:00"" and ""Mon 2026-08-17: open 09:00–17:00.""","It handled the correction, but the extra detail prompt was awkward and unresolved."
bargein-en-01,vl-gpt41mini-dns,3,en_US,1,1,1,1,"Supported by ""Mon 2026-08-10: open 09:00–17:00,"" ""Mon 2026-08-17: open 09:00–17:00,"" and ""Checkup,"" ""Cleaning,"" and ""Cosmetic consultation"" in SERVICES.",It asked relevant questions but missed the preferred time and sounded awkward with the name.
bargein-en-01,native-gpt-realtime-2,2,en_US,1,1,1,2,"Supported by ""Mon 2026-08-17: open 09:00–17:00.""","It accepted the corrected date and asked for time, but did not collect phone number."
bargein-en-01,vl-gpt41mini,2,en_US,1,0,1,2,"Unsupported claim: the agent said the 10th and 17th are ""available,"" but the KB only states those days are open.",Handled the correction but did not get the preferred time or phone number.
bargein-en-01,vl-gpt41mini-semvad,3,en_US,1,1,1,2,"Supported by ""Mon 2026-08-10: open 09:00–17:00"" and ""Mon 2026-08-17: open 09:00–17:00.""","It corrected the date and got the name, but not phone number or preferred time."
bargein-en-01,vl-gpt41mini-semvad,1,en_US,1,1,1,2,"Supported by ""Mon 2026-08-10: open 09:00–17:00"" and ""Mon 2026-08-17: open 09:00–17:00.""",It followed the correction but focused on service and missed the time.
bargein-en-01,native-gpt-realtime-2,3,en_US,1,1,1,2,"Supported by ""Mon 2026-08-17: open 09:00–17:00.""",It updated to the 17th but still lacked the preferred time and phone number.
bargein-en-01,vl-gpt41mini-semvad,2,en_US,1,1,1,1,"Supported by ""Mon 2026-08-10: open 09:00–17:00"" and ""Mon 2026-08-17: open 09:00–17:00.""",It asked for details but bundled too many questions and never asked preferred time.
bargein-en-01,vl-gpt41mini,3,en_US,1,1,1,2,"Supported by ""Mon 2026-08-10: open 09:00–17:00"" and ""Mon 2026-08-17: open 09:00–17:00.""",It handled the corrected date but did not collect preferred time or phone number.
