scenario,arm,trial,lang,seed,groundedness,resolution,tone,groundedness_evidence,note
hours-de-01,native-gpt-realtime-2,2,de_DE,1,1,2,2,"Supported by KB lines: ""Saturday: CLOSED"", ""Friday: 09:00–14:00"", and ""Monday: 09:00–17:00"".",Answered fully with reasonable alternatives.
hours-de-01,native-gpt-realtime-2,1,de_DE,1,1,2,2,"Supported by KB lines: ""Sat 2026-08-08: CLOSED"", ""Mon 2026-08-10: open 09:00–17:00"", and ""Friday: 09:00–14:00"".","Clear, concise, and conversational."
hours-de-01,vl-gpt41mini-semvad,2,de_DE,1,1,2,2,"Supported by KB lines: ""Saturday: CLOSED"" and ""Friday: 09:00–14:00"".",Answered both questions naturally.
hours-de-01,vl-gpt41mini-dns,2,de_DE,1,1,2,2,"Supported by KB lines: ""Saturday: CLOSED"" and ""Friday: 09:00–14:00"".",Warm and concise.
hours-de-01,vl-gpt41mini-dns,3,de_DE,1,1,2,2,"Supported by KB lines: ""Sat 2026-08-08: CLOSED"", ""Mon 2026-08-10: open 09:00–17:00"", and ""Friday: 09:00–14:00"".",Complete and receptionist-like.
hours-de-01,native-gpt-realtime-21-mini,2,de_DE,1,0,2,1,"Unsupported claim: ""familiengeführtes Institut"" is not in the KB, and general ""Öffnungszeiten von 9 bis 17 Uhr"" contradicts Friday closing at 14:00.",Answered the questions but was wordy and included invented business details.
hours-de-01,vl-gpt41mini,3,de_DE,1,1,2,2,"Supported by KB lines: ""Saturday: CLOSED"" and ""Friday: 09:00–14:00"".",Clear and friendly.
hours-de-01,native-gpt-realtime-21,2,de_DE,1,1,2,1,"Supported by KB lines: ""Saturday: CLOSED"", ""Friday: 09:00–14:00"", and ""Monday: 09:00–17:00"".",Informative but a bit long and the closing line sounded unnatural.
hours-de-01,vl-gpt41mini,2,de_DE,1,1,2,2,"Supported by KB lines: ""Saturday: CLOSED"" and ""Friday: 09:00–14:00"".",Natural and complete.
hours-de-01,vl-native-brain,3,de_DE,1,1,2,2,"Supported by KB lines: ""Sat 2026-08-08: CLOSED"", ""Mon 2026-08-10: open 09:00–17:00"", and ""Friday: 09:00–14:00"".",Direct and helpful.
hours-de-01,vl-gpt41mini,1,de_DE,1,1,2,2,"Supported by KB lines: ""Saturday: CLOSED"" and ""Friday: 09:00–14:00"".",Warm and concise.
hours-de-01,vl-native-brain,1,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-08: CLOSED"", ""Mon 2026-08-10: open 09:00–17:00"", and ""Friday: 09:00–14:00"".",Answered correctly but the final phrase was awkward.
hours-de-01,native-gpt-realtime-21-mini,1,de_DE,1,0,2,1,"Unsupported/contradictory claim: ""Montag bis Freitag jeweils von 09:00 bis 17:00 Uhr"" contradicts the KB line ""Friday: 09:00–14:00"", and walk-ins are not supported.","Main questions were answered, but the wording was stilted and confusing."
hours-de-01,native-gpt-realtime-21-mini,3,de_DE,1,1,2,2,"Supported by KB lines: ""Saturday: CLOSED"", ""Sunday: CLOSED"", and ""Friday: 09:00–14:00"".",Answered both questions in a natural tone.
hours-de-01,native-gpt-realtime-21,1,de_DE,1,1,2,2,"Supported by KB lines: ""Saturday: CLOSED"", ""Sat 2026-08-15: CLOSED (Assumption Day)"", and ""Friday: 09:00–14:00"".","Correct and helpful, though slightly more detail than needed."
hours-de-01,vl-native-brain,2,de_DE,1,1,2,2,"Supported by KB lines: ""Saturday: CLOSED"", ""Friday: 09:00–14:00"", and ""Monday: 09:00–17:00"".","Clear, concise, and complete."
hours-de-01,vl-gpt41mini-dns,1,de_DE,1,1,2,2,"Supported by KB lines: ""Saturday: CLOSED"" and ""Friday: 09:00–14:00"".",Answered both questions warmly and succinctly.
holiday-de-01,vl-native-brain,3,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Answered both questions, but the English holiday name and missing spoken sign-off made it less natural."
holiday-de-01,vl-native-brain,1,de_DE,1,0,2,1,"Unsupported/contradicted claim: ""Der nächste offene Tag ist Freitag, der 14."" after Aug 15; the calendar shows Mon 2026-08-17 as the next open day after the closure.","Answered the caller’s questions, but included a misleading next-day statement and an awkward sign-off."
holiday-de-01,native-gpt-realtime-2,1,de_DE,1,1,2,2,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"", ""Fri 2026-08-14: open 09:00–14:00"", and ""Mon 2026-08-17: open 09:00–17:00"".","Clear, warm, and answered both date questions."
holiday-de-01,vl-gpt41mini-dns,2,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Answered correctly, but ended abruptly without a spoken goodbye."
holiday-de-01,native-gpt-realtime-21-mini,1,de_DE,1,1,2,2,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Natural, concise, and complete."
holiday-de-01,vl-gpt41mini,3,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Answered correctly, but the grammar and lack of sign-off felt awkward."
holiday-de-01,vl-gpt41mini-semvad,3,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Correct but stilted, with bad grammar and no spoken sign-off."
holiday-de-01,vl-gpt41mini-semvad,1,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Answered both questions, but ended abruptly without a goodbye."
holiday-de-01,native-gpt-realtime-21-mini,3,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Correct answers, but no spoken sign-off and the added Beratung question was unnecessary."
holiday-de-01,native-gpt-realtime-21-mini,2,de_DE,1,0,2,2,"Unsupported/contradicted claim: ""Der nächste Termin wäre am Montag, dem 10. August""; appointment availability is not in the KB and Aug 10 is before Aug 15.","The direct questions were answered, though one factual claim was wrong."
holiday-de-01,native-gpt-realtime-21,3,de_DE,1,1,2,2,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Warm, concise, and complete."
holiday-de-01,native-gpt-realtime-21,1,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Answered correctly, but the closing line was unnatural."
holiday-de-01,native-gpt-realtime-2,3,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"", ""Fri 2026-08-14: open 09:00–14:00"", and ""Mon 2026-08-17: open 09:00–17:00"".","Correct and concise, but ended without a spoken sign-off."
holiday-de-01,vl-gpt41mini-semvad,2,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Answered correctly, but no spoken goodbye was given."
holiday-de-01,native-gpt-realtime-2,2,de_DE,1,0,2,2,"Unsupported/contradicted claim: ""Der nächste offene Tag ist Freitag, der 14."" after Aug 15; the calendar shows Mon 2026-08-17 as the next open day after the closure.","The caller’s questions were answered, but the first alternative-day statement was wrong."
holiday-de-01,native-gpt-realtime-21,2,de_DE,1,0,2,1,"Unsupported/contradicted claim: ""Der nächste offene Tag ist Freitag, der 14."" after Aug 15; the calendar shows Mon 2026-08-17 as the next open day after the closure.","Answered the core questions, but gave a wrong next-open-day statement and no sign-off."
holiday-de-01,vl-native-brain,2,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Correct, but the English holiday name and missing sign-off reduced naturalness."
holiday-de-01,vl-gpt41mini,1,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Answered both questions, but ended abruptly without a spoken goodbye."
holiday-de-01,vl-gpt41mini-dns,1,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Correct answers, but bad grammar, English holiday wording, and no sign-off sounded unnatural."
holiday-de-01,vl-gpt41mini-dns,3,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".",Correct but grammatically awkward and missing a spoken goodbye.
holiday-de-01,vl-gpt41mini,2,de_DE,1,1,2,1,"Supported by KB lines: ""Sat 2026-08-15: CLOSED (Assumption Day)"" and ""Mon 2026-08-17: open 09:00–17:00"".","Correct answers, but grammar issues and no sign-off made it less natural."
message-de-01,vl-gpt41mini-semvad,1,de_DE,1,0,2,2,Unsupported claim: “Dr. Weber ist hier gerade nicht erreichbar” is not stated in the knowledge base.,"It collected the callback message, name, and phone number, though the confirmation was brief."
message-de-01,vl-native-brain,1,de_DE,1,1,2,2,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”","It confirmed the message, full name, and number clearly."
message-de-01,native-gpt-realtime-21,2,de_DE,1,1,1,1,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”",It handled the message but did not clearly confirm the full unfamiliar name.
message-de-01,native-gpt-realtime-2,1,de_DE,1,1,1,1,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”",The phone number confirmation was cut off and incomplete.
message-de-01,native-gpt-realtime-21,3,de_DE,1,1,2,1,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”","It captured and repeated the key details, but the closing was awkward."
message-de-01,vl-native-brain,3,de_DE,1,1,2,2,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”",It collected the message and callback number naturally.
message-de-01,vl-gpt41mini,3,de_DE,1,0,2,2,Unsupported claim: “Dr. Weber ist im Moment nicht erreichbar” is not stated in the knowledge base.,It gathered the needed callback details despite not repeating all of them.
message-de-01,native-gpt-realtime-21-mini,3,de_DE,1,1,2,1,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”","It confirmed the details, but the phrasing was long and somewhat stilted."
message-de-01,vl-gpt41mini-semvad,2,de_DE,1,0,2,2,Unsupported claim: “Dr. Weber ist gerade nicht hier” is not stated in the knowledge base.,"It collected the message, name, and phone number."
message-de-01,vl-gpt41mini-dns,1,de_DE,1,0,2,2,Unsupported claim: “Dr. Weber ist gerade nicht erreichbar” is not stated in the knowledge base.,It handled the callback request efficiently.
message-de-01,native-gpt-realtime-2,3,de_DE,1,1,1,1,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”",The confirmation was cut off before the full phone number and message.
message-de-01,vl-gpt41mini-dns,2,de_DE,1,0,2,2,Unsupported claim: “Dr. Weber ist gerade nicht erreichbar” is not stated in the knowledge base.,"It confirmed the name, number, and message clearly."
message-de-01,vl-gpt41mini,1,de_DE,1,0,2,2,Unsupported claim: “Dr. Weber ist im Moment nicht erreichbar” is not stated in the knowledge base.,It collected the callback details and ended politely.
message-de-01,native-gpt-realtime-2,2,de_DE,1,1,1,2,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”",It did not confirm or clearly retain the phone number.
message-de-01,native-gpt-realtime-21-mini,2,de_DE,1,1,1,1,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”",It badly mangled the caller’s name and sounded awkward.
message-de-01,vl-gpt41mini-dns,3,de_DE,1,0,2,2,Unsupported claim: “Dr. Weber ist gerade nicht erreichbar” is not stated in the knowledge base.,"It collected the needed details, though it did not repeat the number."
message-de-01,native-gpt-realtime-21,1,de_DE,1,1,2,1,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”","It confirmed the details, but the closing was unnatural."
message-de-01,vl-native-brain,2,de_DE,1,1,2,2,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”","It confirmed the message, name, and phone number well."
message-de-01,vl-gpt41mini,2,de_DE,1,0,2,2,Unsupported claim: “Dr. Weber ist gerade nicht am Telefon” is not stated in the knowledge base.,It collected the callback request and contact details.
message-de-01,native-gpt-realtime-21-mini,1,de_DE,1,1,1,0,"Supported by: “To take a message: collect the caller's name, phone number, and their message. Confirm the details back to them.”",It captured the phone and message but mangled the name and sounded robotic.
message-de-01,vl-gpt41mini-semvad,3,de_DE,1,0,2,2,Unsupported claim: “Dr. Weber ist aktuell nicht erreichbar” is not stated in the knowledge base.,"It repeated the callback reason, name, and phone number clearly."
reschedule-en-01,vl-native-brain,2,en_US,1,1,1,2,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and ""If the caller wants an appointment, collect their name, phone number, and preferred time, and tell them the business will confirm.""","It captured the corrected Wednesday 2 PM request and name, but still lacked the phone number."
reschedule-en-01,vl-native-brain,3,en_US,1,1,1,1,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and the instruction to collect appointment details and have the business confirm.",It engaged but unnecessarily fixated on the Wednesday date and never got the phone number.
reschedule-en-01,vl-gpt41mini,2,en_US,1,1,1,2,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and ""If the caller wants an appointment, collect their name, phone number, and preferred time, and tell them the business will confirm.""","It noted the corrected preferred time and name, but the phone number remained missing."
reschedule-en-01,native-gpt-realtime-2,1,en_US,1,1,1,1,"Supported by ""Tue 2026-08-04 (tomorrow): open 09:00–17:00"" and ""Wed 2026-08-05: open 09:00–17:00.""",It handled the self-correction but was a little stilted and did not obtain the phone number.
reschedule-en-01,native-gpt-realtime-21-mini,1,en_US,1,1,1,1,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and ""If the caller wants an appointment, collect their name, phone number, and preferred time, and tell them the business will confirm.""","It captured the corrected slot and name, but switched languages incorrectly and still needed the phone number."
